"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:02 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:02 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:03 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:07 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:19 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:20 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:32 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:33 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:36 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 05:39 pm"
"","180.234.72.57","AWBL72-57.qubee.com.bd","Mozilla/5.0 (Windows NT 6.3; rv:53.0) Gecko/20100101 Firefox/53.0","","Fri 05th May,2017 05:44 pm"
"","180.234.72.57","AWBL72-57.qubee.com.bd","Mozilla/5.0 (Windows NT 6.3; rv:53.0) Gecko/20100101 Firefox/53.0","","Fri 05th May,2017 06:15 pm"
"","180.234.72.57","AWBL72-57.qubee.com.bd","Mozilla/5.0 (Windows NT 6.3; rv:53.0) Gecko/20100101 Firefox/53.0","","Fri 05th May,2017 06:16 pm"
"","180.234.72.57","AWBL72-57.qubee.com.bd","Mozilla/5.0 (Windows NT 6.3; rv:53.0) Gecko/20100101 Firefox/53.0","","Fri 05th May,2017 06:17 pm"
"","180.234.72.57","AWBL72-57.qubee.com.bd","Mozilla/5.0 (Windows NT 6.3; rv:53.0) Gecko/20100101 Firefox/53.0","","Fri 05th May,2017 06:18 pm"
"","180.234.72.57","AWBL72-57.qubee.com.bd","Mozilla/5.0 (Windows NT 6.3; rv:53.0) Gecko/20100101 Firefox/53.0","","Fri 05th May,2017 06:18 pm"
"","180.234.72.57","AWBL72-57.qubee.com.bd","Mozilla/5.0 (Windows NT 6.3; rv:53.0) Gecko/20100101 Firefox/53.0","","Fri 05th May,2017 06:19 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:34 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:40 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:40 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:40 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:40 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:40 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:40 pm"
"","203.112.72.179","mail.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:44 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:45 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:45 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:47 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:47 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:48 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:50 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:50 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:50 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:50 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:52 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:55 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:55 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:56 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:56 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:57 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:57 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:57 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:57 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:57 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:57 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:58 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:58 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:58 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:58 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:58 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:59 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:59 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:59 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 06:59 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:00 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:00 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:00 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:00 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:01 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:01 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:01 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:01 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:01 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:02 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:02 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:02 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:02 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:03 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:03 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:03 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:03 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:04 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:04 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:05 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:05 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:05 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:06 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:06 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:06 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:06 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:06 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:07 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:07 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:07 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:07 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:08 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:08 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:08 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:08 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:09 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:09 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:09 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:10 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:10 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:10 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:10 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:11 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:11 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:11 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:11 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:12 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:12 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:12 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:12 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:13 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:13 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:14 pm"
"","203.112.72.179","www.mist.edu.bd","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Fri 05th May,2017 07:15 pm"
"","61.247.189.235","server-235.optimaxbd.net","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36","","Sat 06th May,2017 02:03 am"
"","61.247.189.235","server-235.optimaxbd.net","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Sat 06th May,2017 02:48 am"
"","119.30.35.253","119.30.35.253","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36","","Sat 06th May,2017 02:56 am"
"","61.247.189.235","server-235.optimaxbd.net","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36","","Sat 06th May,2017 03:23 am"
"","5.255.253.83","spider-5-255-253-83.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Fri 12th May,2017 02:41 pm"
"","141.8.132.66","spider-141-8-132-66.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Tue 16th May,2017 08:26 pm"
"","178.154.200.16","178-154-200-16.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Sun 21st May,2017 08:29 am"
"","141.8.142.38","spider-141-8-142-38.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Mon 22nd May,2017 07:34 pm"
"","5.255.253.85","spider-5-255-253-85.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Wed 24th May,2017 05:15 pm"
"","141.8.184.24","spider-141-8-184-24.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Thu 01st Jun,2017 07:51 pm"
"","141.8.183.13","spider-141-8-183-13.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Mon 05th Jun,2017 12:45 am"
"","93.158.152.203","spider-93-158-152-203.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Mon 05th Jun,2017 05:31 pm"
"","141.8.142.91","spider-141-8-142-91.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Wed 07th Jun,2017 04:24 pm"
"","178.154.189.37","spider-178-154-189-37.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Sat 24th Jun,2017 11:39 pm"
"","141.8.142.79","141-8-142-79.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","","Tue 05th Sep,2017 12:34 am"
